Text,Predicted,Target
"I bought this watch to wear at work were I need to time events by seconds (not tenths or hundreths necessitating a stop watch). Unfortunately the second hand does not align with the hash marks on the face making it difficult to note start and stop times (poor quality control). Also there is no light-which I'm sure I should have noticed from the product description, but being billed as a ""Camper Watch"" I assumed it would be readable at night in the woods. I won't return, but certainly wouldn't recommend.",Product Description Issue,Product Description Issue
"I wanted a Carhartt Hooded Pullover Sweatshirt just like the descriptions shows in the add.  When you go to the cart it says a zip front sweatshirt.  I felt this must be a misprint because as you can see the picture and the description is a pullover hoody.  We hated the fact that we received a zip front hoody.  It seems to be false advertizing.  Not sure whose fault it is, but the product description needs to be changed.  I do not recommend ordering this product because you cannot be sure which product you will receive.",Product Description Issue,Product Description Issue
"I own Champion crewneck Style 1780 XL and ordered for winter heavier Champion crew 1049 L.Why smaller L ? Considering the 1780 ahtletic fit and 1049 generously fit i'd done what i can to avoid receive a item i can't waer.Buyer beware :  1049-L  IS LARGER THAN 1780-XL , so very larger that i, 2m high, can't wear it.INSIDE SAME BRANDSize charts here shows for both sweats according standard measures, do not trust 1049-chart!For living in Germany make return impossible i ask amazon for help to solve this issue- and please correct those 1049sizes.Color Vegas-Gold catched my eyes, after order got my order-confirmation's picture another color than product description! Those 2nd color ``Vegas-Gold``was darker than before, slightly light brass, but not unattractive, so i don't maded a cancellation. 3rd Vegas-Gold color i got by receiving ,and is ugly. It's a mix between creme and citrus , a metal-like color or -effect you search vainly! I had been glad for getting a description-like color , but this what i got is hard to wear as sweat, i use it as winter-undershirt.Purchased colors ash and scarlet too, there are like description pictures. But, when you can elect: Choose 1780style, the 1049 has not deserved the term ``style`` cause the body is made like for a human, sleeves are made like for another human, lenghths and openings are made like fits to an 3rd human, not matching at all, no style, no look. Own Fruit of the Loom heavyweights too, Champion 1780style is without a doubt the best you can get for the money.",Product Description Issue,Product Description Issue
I brought this bag twice in different color. First time I brought it in Olive color and it was 19 inches however I brought the Navy one afterward. The Navy one was only 16 inches. This should be stated on the product description.,Product Description Issue,Product Description Issue
"I've been looking for a warm, cozy pair of slippers with an indoor/outdoor type outsole.  My issue with this pair of slippers is poor fit and disappointing inner and outer soles.I wear a 9.5 B in woman's sizing. If I wore a 10.5 shoe, perhaps the fit would be better, but it doesn't work for a size 9.5. They are too loose, especially the part that wraps around my heel. It is not snug enough to keep the slippers on my feet while walking: my heels slip up and down and I have to work at trying to keep the slippers from coming off by spreading out my toes. This makes  walking awkward and unpleasant. I flop around in these....more like wearing a slider than a moc.I also did not like the flatness of the inner sole which contributes to the loose feel of the slippers--no shaped liner for some arch support. And I was mislead by the product description claim that these slippers are ""great for taking Scruffy the dog out for his morning gaunt"" [sic]. I expected a more substantial outer sole. Within one minute of trying them out I realized they'd have to go back.I finally found what I wanted! For those that want a more substantial and perfect fit winter slipper, check out Haflinger boiled-wool slippers. This is what I bought and really like: Haflinger Women's ""AT Storm"" flat in size 41 (woman's sizing!). It has an adjustable velcro strap to provide a snug fit, latex-molded insole, and waterproof rubber outsoles. They are pricey, but I expect to get full satisfaction from them as well as longevity.",Product Description Issue,Product Description Issue
"These were not only flimsy but smaller sized than product description. Would not purchase again, not recommend to anyone.",Product Description Issue,Product Description Issue
Did not even come with a mask like the product description said!,Product Description Issue,Product Description Issue
"I bought these ""mid weight base layers"" for a backpacking trip in upstate NY and was extremely disappointed with the product. When they first arrived, I was slightly causcious that they felt quite thin to be base layers but read the product description on the container it came in and it insisted that it was one of their warmest products. However, this proved not to be true as I was absolutely freezing for my entire trip. Even when the weather didn't reach below 60 and I had layers on top, I would still be absolutely miserable from being so cold. What's worse is that after wearing them once, they stretched out so much to the point where they wouldn't even stay up and I was constantly having to pull them up, which was especially tricky as I was carrying a 50lb pack all day long. Very dissapointed, especially for the price I paid for these...",Product Description Issue,Product Description Issue
"The jeans I received do not match the product description images ... the back pocket decoration is missing and the Wrangler patch on the back is plain.After some internet research ... I found that there are at least two variations of Wrangler Regular Fit ... ""5 Star"" Regular Fit and ""Genuine"" Regular Fit.I expected to receive ""Genuine"" Regular Fit (as described on the Amazon product description) ... instead I received ""5 Star"" Regular Fit which is the more plain, cheaper looking variation found at stores like Target.",Product Description Issue,Product Description Issue
This bra is not 100% cotton as stated in the product description.  The cups are 100% cotton but everything else is nyon.  Misleading.,Product Description Issue,Product Description Issue
"Package arrived on time and everything seemed to be just fine until I tried them on and realized they were too big. This was a men size and I probably didn't realized when ordered them, so my bad. However, it is also not very clear in the product description either if this would work as unisex, if is a size 7 for men and 9 for women, etc. So product description not really helpful.",Product Description Issue,Product Description Issue
misleading product description/advertising implies that this is a military-issue product. it is an asian-made knock-off. the quality is far inferior to AO or RE sunglasses. not recommended.,Quality Issue,Product Description Issue
"Hello. The product description says: ""Note: Rothco boots tend to run a half size to a full size too large. We recommend ordering a half or a full size down. This means if you wear a size 10, you should order a size 9.5 or 9.""I'm 10.5 and ordered size 10. it fits like a size 10. I can't use them. Total waste of $$$$.",Product Description Issue,Product Description Issue
"Great shades, but when the nose piece came off after 3 months, i contacted FRESH SHADES and they said they are not an authorized Oakley dealer and would not honor the 1 year manufacturer warranty, even though their product description lists such a warranty. I contacted Oakley and they told me they couldn't honor the warranty because FRESH SHADES IS NOT AN AUTHORIZED OAKLEY DEALER. Hoping Amazon will come through and refund my money.",Product Description Issue,Product Description Issue
"Wanted this for a Halloween costume...product description said plus size but when it shipped I received a ""one size fits most"" (which was more like a ladies small!)",Product Description Issue,Product Description Issue
"So disappointed in this product. Pay attention to how the product is listed. ""Vintage"" only means old, broken, and not even worth 50% of the original price, much less close to the price of what a brand new wallet would cost. I obviously misread the product description, but I did think ""vintage"" meant something very different (like the style of the leather).  This wallet has definitely been very used. The hardware was scratched and one of the clasps was broken. I will be returning it and visiting a retail store tomorrow, where quality is guaranteed...and just for a few more dollars than what I paid ($96) for this used and abuse piece o' crap-ola.",Product Description Issue,Product Description Issue
"Shipping was prompt, and I was excited about opening the box to a fuzzy chicken, however the item I received was not at all what is pictured or described in the item description. From product description the item SHOULD have been""This funky chicken has it all! Comfortable fur jumpsuit features attached wings. Includes fur gloves, stockings, chicken feet shoe covers and fur hood with mask. Fits sizes 36 - 44 or up to approximately 6' 2"" and 200 lbs.)""What I receivedA rubber mask, a pair of rubber gloves, a pair of rubber slip over footies. That's allthere was NO jumpsuit, NO wings, NO fur hood, NO fur gloves.Called the company, and was greeted by a wonderful recording telling me to leave a message.I may update my rating if the company resolves the issue or gives me a refund, but they still shipped the wrong item or are advertising the wrong thing.",Product Description Issue,Product Description Issue
These are irregular and the product description doesn't say that.  They don't fit a normal human hand.,Product Description Issue,Product Description Issue
"I am not happy about the thinness of this style of underwear.I didn't like that this style of underwear didn't have an elastic waistband because the underwear kept rolling down and it was annoying and I can't wear this with loose pants, skirt or dresses, because the fact that they roll down on their own.I did like that they fit as I expected based on the product description. I also bought the package listed below & i like these A LOT MORE! They fit great and the waistband doesn't roll down because it's made of elastic. I also feel like the fabric is a bit heavier, not so thin Hanes Women's Core Cotton Sporty Hipster Panty, Assorted, Size 7 (Pack of 6)</a>",Product Description Issue,Product Description Issue
Style not at all as mentioned in the product description. Size too large and very thin material,Product Description Issue,Product Description Issue
"Just received mine and It is missing the closure part, when checking at the picture in the product description it said 48pcs, mine has a sticker on that number to show 44 pcs, I guess one of the 4 taken out was just one of the most important parts of the kit... Very disappointed",Product Description Issue,Product Description Issue
The quality of the silk is shockingly poor. I would not recommend this. It is also a bit dubious that the tag on the handkerchief says Made in the USA when the product description suggests that it is in fact imported.,Product Description Issue,Product Description Issue
The product description indicates that this watch can be stem wound. The instructions included with the watch indicate that stem winding is NOT an option!,Product Description Issue,Product Description Issue
Not a bad looking shirt but not the shirt that was advertised. Ordered this and a few other marvel comic book shirts for a bachelor party and I wanted the punisher emblem shirt as shown in product description.,Product Description Issue,Product Description Issue
"Not sure why I wasn't convinced by the other reviews.  I wanted mirrored lenses, as stated in the product description.  I'm talking Nevada highway patrol, do-you-have-any-idea-how-fast-you-were-going levels of silver on the lenses.  These are nowhere close -- you can see right through.  At least they were cheap.",Product Description Issue,Product Description Issue
"I know Levi's are good but these said regular fit & when I got them they said active wear, which are loose in the seat & thighs. I had read it in the product description but you can see what it says in the title.This discrepancy needs to be fixed.",Product Description Issue,Product Description Issue
"Pockets are buttons, not snaps as written in the product description.",Product Description Issue,Product Description Issue
I didn't except such a bad quality of sunglasses. Glass quality is very poor. Even I didn't received Sunglass cover and sunglass pouch which is shown in product description. I didn't expect this kind of poor quality product from Amazon. ,Product Description Issue,Product Description Issue
"They fit well around the waist. The product description says boot cut but they are almost bell bottoms. I rode my Harley with these on and the bell bottom kept getting caught on my rear shift peg, I won't be wearing these again...",Product Description Issue,Product Description Issue
"..because I should be able to give them 0 stars. First of all, I LOVED the style--the buckles, the heel, the toe--fantastic. Other than that, these are crap.They were advertised as leather, but are made of incredibly cheap plastic...it would rip easily. The fabric is cracked & scratchy, & even feels hideously cheap. Not worth what I paid for themThe sole was almost as bad. Cheap, cheap, cheap.And the height--I ordered these because I thought they were taller than normal boots--WRONG. Just like the other pair I own, which I was NOT hoping for. Most likely, I should have measured more accurately, because the height is given in the product description.Bottom line: DO NOT WASTE YOUR MONEY ON THESE. There are tons of more interesting boots on Amazon.",Product Description Issue,Product Description Issue
"The product description says 98% cotton, 2% elastane... and the other pair I bought fits like a dream. This pair, as it turned out, was 99% and 1%, and it lacked just enough stretch to be impossible to put on. Hopefullly, someone can sort out which is which at some point...",Product Description Issue,Product Description Issue
"I ordered these slippers thinking I would have a smaller, cheaper spare backup to my Outdoor Designs Men's Down Booties which are perfectly toasty, but get worn down after a couple of winters of indoor use.  I somehow latched onto the word ""down"" in the product description, but as far as I can tell (by feel, and there is no label except ""Made in China""), these Baffin slippers are completely synthetic, and do not keep my feet warm even in a 68+ degree room.",Product Description Issue,Product Description Issue
"I read the product description which says ""full cushion"" angle socks... I expected ""thick"" socks, which are the ones I find most comfortable. Instead I got ""thin"" socks - no different from any other ankle socks I have bought in the past. So, I am disappointed in this product.",Product Description Issue,Product Description Issue
"The photo of this item does not match the current model, which now has a date complication (feature). This vendor needs to make sure their Amazon.com product description and photo is up to date. The outdated photo only causes frustration and a waste of time.",Product Description Issue,Product Description Issue
"The case cracked at the pin after 18 months due to the cheap plastic case. I knew I should have returned it, when I saw the case was not metal, despite the misleading product description. The warrenty ran out after a year, so now I cant send it back even though its clearly a fualty product not the result of normal wear. Dont buy this watch the cheap case cracked off at the ear for the band and cannot be repaired.",Product Description Issue,Product Description Issue
I spent a lot of time looking for a warm winter boot that also looked good. The product description and photo of this boot seemed to line up with what I was looking for. I live in NH and need a warm boot - because of that I tend to trust Canadian made products (I mean - they know cold). I searched all over the web trying to find out where this boot was made. Zappos had many great reviews - only one bad review. I should have listened to that one bad review. The boot just looks and feels cheep. I can't imagine my feet staying warm at all and they are made in China. I am returning these and buying a pair of Sorel or Kamik brand boots.Comment,Product Description Issue,Product Description Issue
"Fine belt, will enjoy wearing it, don't enjoy being lied to.  Description clearly states full grain leather, stamp in the belt clearly states ""Genuine leather lined on bonded leather"".  I consider this a serious mark on my ability to trust Amazon product descriptions.",Product Description Issue,Product Description Issue
"If you're wondering whether or not you want to be a death eater for Halloween, read this breakdown and you can decide for yourself if its for you!First things first, the shipping. It was 2 day shipping for me, and I actually ended up getting it the next day, chalk one up for UPS!Second, the packaging. Now this isn't the most durable costume in the world, but there was plenty of airbags and everythingseemed to be well placed, the ONLY thing I could find wrong with the way it was packaged was that there was a SLIGHT dent in the mask, but since its really thin i kind of expected it to be flattened, which it was not, Way to go guys.Third, the costume itself. You get what is says really, a hooded robe with a separate, (but attachable via included strings) hood. Personally I like that its not sewed on there so I have the option, but that's up to you. The holes in the arms ARE intentional, they're put there so that you can wear the sleeves like a glove (just like the picture shows). The only odd thing I saw was that the collar appeared to face the direction in which wearing it right would leave the opening by the legs on my backside,though I just opened it so maybe i put it on backwards or something. I might just make a cut along the fabric so there's an opening on both sides, it just seems cooler and more comfortable to me. The mask is kind of cheap, but its not going to easily rip as long as you're gentle with it. Obviously you're going to need a wand, but that's sold separately (just in case you didn't read the product description).And to top it off, it even came in a resealable bag with an attached coat hanger, so when you're done with it you can hang it up for next year, or for someone else to use! Have fun and go kill some muggles!EDIT(11/1/11)I must have been handling this costume way too carefully when I took it out of the box. While all of what I said above is still true, the costume was made without any concern to quality. While walking, this thing was constantly ripping, and by the end of the night was no longer usable. Would I still recommend it? Sure, if you have someone willing to sew it for you like I did, but not for the price its asking. Lower it by about 20 bucks, and THEN you're asking a fair price for the amount of work you put into the material and construction (it honestly felt like they used the cheapest quality, thinnest fabric they could find) that you put into this thing. I'm not surprised by this turn of events, but I do feel kind of cheated.",Quality Issue,Product Description Issue
"I was going to order these as I have been happy with Van Heusen in the past, however I noticed that the product description clearly says 65% cotton 35% Polyester. When you zoom in on the collar in the picture it says the opposite 65% Polyester 35% cotton. Oddly enough, the description of the grey version of the shirt matches what the collar says. I'd rather not have to deal with a return for the wrong material.",Product Description Issue,Product Description Issue
"I sent them the e-mail below, and they told me the package I received says no sword and pants. However the ad they are using to sell the costume on Amazon to you says you get a sword.They told me they couldn't help me and sent me a return address label to return it if I didn't like it.""I received my costume, however I did not receive the fencing sword or sheath like the ad mentioned would be included. This is a pricey costume not to have received the sword and sheath.Please send me a suitable fencing sword and sheath overnight delivery as soon as possible. I will need it for a costume party on the 26th of October.Kind Regards,""On Wednesday, October 23, 2013 5:50 PM, 7th Avenue Store - Amazon Marketplace <[e-mail address removed]> wrote:Hello,The product description stats:- This Zorro costume includes shirt, satin cape, studded belt, studded gloves, hat and mask. - Zorro costume boots and sword sold separately from this adult Zorro Halloween costume for men.Thank YouOn Wed, Oct 23, 2013 at 7:49 PM, John Harden - Amazon Marketplace <[e-mail address removed]> wrote:I apologize, but please see your ad - attached. This is what your ad selling the product saysto the right of the costume:*Cape: 100% Polyester, Shirt 100% Cotton Machine Wash*Hat, mask and fencing sword*Pants not included.My costume bag picture says sword and pants not included, but that is not what your ad states and is after the fact.Please send the fencing sword, as I purchased this product with your ad stating I was going to get a fencing sword with the costume.This would be false advertising.***Spend your money somewhere else. Their service is a piece of paper. Bandito hat is a Dr. Seuss hat. Deformed through packaging.  Way too expensive for what you get, don't get, and what they say you'll get but don't.  They false advertise.***",Product Description Issue,Product Description Issue
"Although the product description leads you to believe this is slim and sleek it turned out to be anything but.  Before I finished taking it out of the box I could tell that I was probably going to have to return it, and after putting it on very briefly I did just that.  This is just like all the other bulky Fossil watches but with a square face.  If you are looking for something thin/slim to wear under a dress shirt sleeve then look elsewhere.",Product Description Issue,Product Description Issue
"I purchased an Xtra large, which fits everywhere except the sleeves are about an inch short.  I'd say this  Dickies Xtra large shirt has sleeves about 30 inches in length, I normally where a 32 inch sleeve.  I decided to keep it and just roll up the sleeves if necessary.Whats poor about the product description, is that they don't list the sleeve length,  they mention ""waist size"" and ""hip size"" , veryodd sizing information for a shirt, but not sleeve length for a long sleeve shirt.  They may just a generic chart for all shirts long and short sleeve.I haven't washed it yet, to see what happens, but the texture is durable however, not really sturdy or thick as you might expect,and fairly pliable.  You wouldn't go out to dinner in it.",Product Description Issue,Product Description Issue
"After years of searching for the ""perfect jeans,"" I finally discovered Lucky Brand, and have worn them exclusively for many years. In the past, I've always bought directly from the store. When ordering online, I decided to conduct an experiment (given the inconsistency in ratings): I ordered one pair from Amazon's site, and another directly from the manufacturer.  The two are absolutely identical in title: 181 Relaxed Straight, same waist & inseam, and all the logos & insignias on the product match completely.  To be honest, they look exactly the same.However, these two jeans could not be more different. The denim used in the ""official"" pair is soft, cozy, velvety, maybe even luscious. In contrast, the denim used in the pair from Amazon is rough, stiff, scratchy, and generally uncomfortable.  I wanted to discredit the latter as a cheap knock-off, but as I wrote, it unequivocally bears the seal of the Lucky Brand company.After looking closely, I was finally able to find a subtle deviation in the ""style"" code hidden underneath the tags.  The good pair is coded 7M10828, whereas the bad ones have 7M11748.  At the time of this writing, this code can be found in the product description, so please double-check before placing your order!",Product Description Issue,Product Description Issue
"Average quality. Runs too big. So big that an insole or stuffing cotton wool will not help you (not that there's mouch place to put one). Heel is very very high as well. I wear high heels and read the product description, but this still goes way above it. So get a size or two lower (if you're ok with the average quality and extremely high heels).On the good side, the packaging was very lovely.",Product Description Issue,Product Description Issue
"This ""Thomas Tank Engine"" hat is ideal for fans, we found it too small for a 5-year old. The product description should have noted the ages, head size. The product was returned for refund.",Product Description Issue,Product Description Issue
"5'10"" lady here - was hoping the medium would help on length, but didnt. Very sheer also, which is probably my bad since It didn't mention the product description well enough.",Product Description Issue,Product Description Issue
"BEWARE  DON'T BUY A CASIO - IF AN ALARM IS A IMPORTANT FEATURE  (any ""alarm"" watch, in particular a Casio Men's ""W201-1AV Alarm Chronograph"" - the exact name on Amazon's site for the watch I purchased).  Note the name ""Alarm Chronogragh"":  it could not be a more specific designation associated with purpose and function.WHY:  Casio Men's w201-1AV Alarm Chronograph's alarm is allegedly inaudible due to its frequency for certain people according to Casio.  And they expressly stated their alarms all have the same frequency proprietarily between 1- 6000 hertz.  I'm guessing that is the range of possible human hearing.  Why they would not divulge that specific frequency is a mystery - as any audiometer or frequency measuring device could detect a frequency so there is no ""trade secret"" type reason for preventing such a disclosure.I had initially thought I had set the alarm incorrectly - I may have done it wrong - so asked my neighbor who is a watch collector to set and test the alarm, and no alarm.  His sister did it too - no audible alarm.I then called Casio well before the warranty expired (I'd worn the watch for less than 24 hours total) - the Casio rep on the phone had me do an alarm test set and I held the watch 1"" from the receiver - she heard no sound and once again I did not.  When she could not hear it she authorized repairs.  At my expense I sent the watch to ""TIME MACHINE"", Casio's authorized repair center.  TIME MACHINE sent the watch back with a invoice which is too faint to be reproducible which stated nothing was wrong with the alarm or watch.  Be that as it may, when I sent this watch to Casio's repair service ""TIME MACHINE"" a total of four people could not hear the alarm prior to sending it.But TIME MACHINE's rep (""Abel"") called before sending the watch back and left a voice message:  that ""certain people"" can't hear the alarm frequency.  Neither myself or my neighbors have hearing problems - none of us wear a hearing aid.I called both Casio and the TIME MACHINE and complained that such a situation was ludicrous.  I was told to send the watch back to the TIME MACHINE and they would act as a liaison and assist me in getting a replacement.  Sent the watch back on my dime again.I have never had a problem with an alarm watch before.  I paid about half the value in postage. Casio has refused to replace the watch -  Casio is knowingly selling ""alarm"" watches - advertising that particular feature - to people who have no hearing known hearing problems but for the ""proprietary"" and un-disclosable frequency Casio uses for its alarms.  Selling them to people who will not be able to hear the alarm with no warning or disclaimer associated with the advertising.A lot of hassle for a $12 watch.  And they're sending back the same unit that can not be heard.  A not so quality response from what I thought was a quality company.What a sham!!  Shame on Casio.  BEWARE10.24.14  UPDATE (on 10.20.14 review above):TIME MACHINE sent watch back ""Signature Requested"" - strange thing for a $12 watch with taping stating a warning to inspect contents if seal is broken.  That is rare for a $12 watch.  I happen to be a former attorney who got sanctions against an alleged FBI agent.  I have lived an electronic ""Alice in Wonderland"" electronic life ever since.  I could be regarded as a whistle blower.NOTE Casio's blurb under their product description for this watch at Amazon:""Today, Casio is focusing its efforts on solar-powered radio-controlled watches: the built-in solar battery eliminates the nuisance of replacing batteries, atomic timekeeping means the users never have to reset the time. Recently, Casio launched a series of Bluetooth watches that sync to the users cell phone to automatically update the time. Casio is always moving time forward.""Ask yourself if watches can be radio controlled why not the alarm function?  And if the FBI / NSA is or can be monitoring non internet connected stand alone on-line computers remotely via electromagnetic radiation (eg. radio waves) why not ""watches"" and their alarm functions.  And if Microsoft Google and major telecommunications companies reluctantly and on a delayed basis have admitted being in the bed of intrusive technology with the FBI / NSA, why not Casio either wittingly or unwittinglyThe real issue in this review is that ""certain people"" cannot hear a Casio alarm with a specified proprietary frequency that is supposedly in the human hearing frequency range but Casio refuses to disclose that frequency presumably (the only apparent logical assumption) on some type of trade secret proprietary basis.  Yet that is something that could be easily and precisely detected by fairly inexpensive instruments.  Something does not add up.  Perhaps 2 + 2 is really 5 (referencing Orwell's  ""1984"")This comment is appropriate to the Amazon review because Casio's reps said that ""others"" have problems hearing their unidentified watch alarm frequency (which they stated was the same for, and common to, all their alarm watches) - not just the folks I cited above directly involved with me who have no apparent or known hearing defects.What a sham!!  Shame on Casio.  BEWARE",Product Description Issue,Product Description Issue
The product description should say that they are a YOUTH size!! I got a small and the waistband was about a 6 in. width..... they would be cute on a 6 year old!,Product Description Issue,Product Description Issue
"20 months or so ago, I purchased a pair of Bistro directly from the Crocs website and was supremely happy with my choice. At the time, I followed other reviewers' advice to purchase the clogs 1 size smaller at 6 Women's/4 Men's than my usual size of 7 W/5 M. As mentioned, I could not be happier with my Crocs which I still currently work in despite their falling apart soles. Compared to working in a busy kitchen environment with any other shoes (I work a lot!), my experience with my old Bistro clogs (made in China) was blissful. I also learned from other buyers that Crocs made in China are somewhat roomier than the ones made in Mexico. This turned out to be an important distinction. Fast forward to this recent purchase from ShoeBuy (the vendor) via Amazon, these Crocs were made in Mexico (a fact not mentioned or the sizing difference explained in the product description). I cannot say anything about their wear outside of the sizing as these Crocs are too small for me to even put on. When I was making the purchase, I actually tried to order in my correct size (7 W/5 M) but was advised by Amazon that based on my size and previous purchases to go for size 6 W/4 M. For the last week, I have been trying unsuccessfully to return these too-small clogs to ShoeBuy (minus restocking fee) in order to repurchase Bistro in a larger size but that is another story.The takeaway moral of this tale is to(a) make sure you know the manufacturing source and provenance of the clogs (made in Mexico or China); and,(b) avoid purchasing from ShoeBuy even if their prices may be slightly lower than other vendors. I requested a refund (minus restocking fee) and was promised a return shipping label within an hour twice, once via email and the last time over the phone with their sales rep. Still no return shipping label after a week (I do know all about checking spam and other email folders).Avoid ShoeBuy, avoid, avoid! (but that is another story unrelated to the wear and sizing of Bistro Crocs (which I adore).",Product Description Issue,Product Description Issue
"The product description states that you are able to adjust the size...........well, if you have a small head, it just simply does not work.  I may try the medium brim hat, as you can order that one by head size.  I desperately need a hat to shield by fact from the sun in the Florida Keys.  I liked the hat until I put it on.",Product Description Issue,Product Description Issue
