Text,Predicted,Target
"I purchased these boots despite the negative commentary regarding the quality of the boot. I had faith that Dansko would never put their name on an inferior product and perhaps the negative reviews were anomalies. Unfortunately, I have to agree with the negative reviewers.The boot's leather quality was awful - it was hard, plastic-like, and absolutely uncomfortable. It felt like I had purchased $9.99 fake leather boots from Walmart. Interestingly, inside the boot where the size was stamped I found a manufacture date of 11th May 2009. I purchased these in November 2010. I have returned these boots and have since found the exact same boot (with current 2010 manufacture date) at a major department store. The leather on these boots is soft, supple, and true to Dansko quality. So beware and check the manufacture date on your boots! With the newer boots I agree with the positive reviewers and find this to be a fantastic, stylish, and comfortable boot.",Product Authenticity Issue,Product Authenticity Issue
"As some others have said, this seems like a fake. I had the one bought directly from the store, and this smells different, different containers, made in different countries. It also doesn't work nearly as well - I still had scuffs on my first time wearing the shoes out! I'll be throwing this out and buying directly from the UGG website to avoid fakes.",Product Authenticity Issue,Product Authenticity Issue
"Runs very small and the fabric was a really cheap, shiny, fake satin looking material. I donated to the local thrift store and was really unhappy for the waste of money.",Product Authenticity Issue,Product Authenticity Issue
"Im updating my review for these pants and downgrading them from 5 to 1 stars. Why? After purchasing 6 pairs I have found the following to be true.01) The wear is extremely poor. Granted I give my pants pretty rough treatment but these have extremely poor abrasion resistance. Now I find I have to patch them after (get this) wearing them one time.02) Can't get them clean. The teflon prevents detergent from getting in and cleaning the pants of just regular old dirt.Bottom line. These are fake and will not last. Despite being well designed, they are of very poor quality. I am done with Propper and I advise you to be also.",Product Authenticity Issue,Product Authenticity Issue
This was a total nightmare!! I will NEVER buy something like this again on line. Not only was it defective when I carefully looked at it but I believe it was a fake. Took numerous e-mails back and forth to finally get it sent back and thank goodness Amazon stood behind it's return policy and completely refunded my money and even paid for the postage for me to send it back. All I can say is buyer beware! I have regained confidence to buy from Amazon on line but I'll be more cautious from now on for sure.,Product Authenticity Issue,Product Authenticity Issue
Its a fake. Period.,Product Authenticity Issue,Product Authenticity Issue
"Its not actual leather. It feels fake, it smells fake, and you can clearly see that too. This wallet is not worth the shipping.-I know recommendations aren't always accurate but do yourself a favor and keep looking.",Product Authenticity Issue,Product Authenticity Issue
"In person, the watch doesn't look like the picture. Watch looks cheap and fake. This is the first time I have purchased a watch on the internet and my last. I am afraid to give it as a gift now. I don't want to ruin my reputation of giving great gifts.",Product Authenticity Issue,Product Authenticity Issue
"I picked this watch up during a Todays Deals.The watch comes in a great box, and is fantastic upon first opening. However, the quality of the watch is the immediate downside. In person, this watch appears like it belongs in a Chucky Cheese grab machine. The 'mystery metal' case is somewhat dingy and the crystals are barely noticeable.The watchband appears to be made out of some type of fake leather/vinyl, and the band strap retainers are sewn poorly.I should have known a watch this price wouldn't be anything like the fantastic price I paid. I returned this watch, and have not purchased a replacement yet. I likely will be buying a Citizen Eco Drive.",Product Authenticity Issue,Product Authenticity Issue
They were fake,Product Authenticity Issue,Product Authenticity Issue
This product is clearly fake and overpriced.,Product Authenticity Issue,Product Authenticity Issue
"I wasn't impressed with this item at all.. It was fake looking.. Not a happy camper with this. So, this item gets one star from me, and I didn't even want to give it that. Sorry !",Product Authenticity Issue,Product Authenticity Issue
Don't buy anything from Luxottica. I bought this pair and a Armani. They both stated to peel at the same time after 11 months of almost no usage. Contacted Luxottica and told me that most likely they were fake. Both bought at around the same time in different big mall stores.,Product Authenticity Issue,Product Authenticity Issue
"I had these glasses for 2.5 yrs & wore these glasses infrequently, mostly on long drives when it's sunny out in FL. I took them to Cancun on my honeymoon. There I wore them on the beach but didn't go into the water. Right when I got back into my room a crystal like substance started growing all over the lenses. I immediately ran them under water to wash the crystals off. When it was over, most of the outer layer of film on the lenses was gone and there were 2 shades of tint on the glasses. Not sure if they're a fake pair or if the lenses are cheap quality sold at luxury prices.",Product Authenticity Issue,Product Authenticity Issue
"Everyone thats trying to buy this- DON'T. They jiffed and me and my friend. They're fake timbs, rip offs, boot leg, catching my drift here? Look at the attached photo. Im beyond words right now. 100 percent dissapointed. Had 4 people come up to me telling me they were fake. Didnt want to believe them but did my research. Wasnt too hard to figure out just how fake they are.",Product Authenticity Issue,Product Authenticity Issue
The shoes I bought were fake. One of the timberland emblems were upside down.,Product Authenticity Issue,Product Authenticity Issue
"The watches came scratched. Besides it feels like they are fake, with cheap plastic casing. Total disappointment.",Product Authenticity Issue,Product Authenticity Issue
They don't even deserve one star....in fact I should sue the company and im not lying. I don't know where the company for these crocs but they are fake. I slipped and fell at work all because these shoes were not slip resistant as promised. Do not buy these. At least not from Amazon! I even took them to the crocs store and the employee pointed quite a few things that were fake on them in addition to the fact that they are not slip resistant! Im so outraged amazon would sell these type of shoes and lie about them. Thanks alot!(sarcasm),Product Authenticity Issue,Product Authenticity Issue
They just didn't work for me. Too big and fake looking.,Product Authenticity Issue,Product Authenticity Issue
"One of the posts came bent. It was easy enough to straighten with a pair of pliers, but there's no reason it should have been bent with the way it was packaged.The posts are also way too long. They touch my neck, and if anything touches my earlobe, they stab into me.And the jewelry looks gaudy. If you have small earlobes like me, they dwarf them. The stones look like fake, cloudy plastic in any sort of light. I've had another pair of cz earrings that sparkled and were clear, so I'm certain this is not how all fake diamonds look.I'm chalking it up to wasting money on the hit and miss of ordering online, but I'm very disappointed that these were as terrible as they are with how good the reviews were. I'd planned to order two more sets from this same brand, but am now skeptical that all their product is as low-quality as this pair turned out to be.EDIT: I'm bumping the review down to one star. I wore these for a bit and really tried to like them, but it turns out I'm allergic to whatever metal this is. I'm not allergic to silver. These have reopened my 8 month old piercings, and it's extremely painful and disappointing to have to wait until they heal up to be able to branch out again with other earrings. Don't buy these.",Product Authenticity Issue,Product Authenticity Issue
"I am a fool. I read the reviews regarding how poorly made these jewelry armoires were and did not listen because it is the only large armoire I could find with the kind of earring storage I wanted and I currently own a smaller SEI jewelry box and, though it is obviously not high-end, it is well constructed. The price was okay and seriously, how bad could it be!?Amazon shipped out super fast and it was well packaged. I took it out and noticed right away that the finish was cheap. The cherry color is pretty fake looking and a little too red for my tastes. And it was noticeably sloppy in a couple areas. Alright, it's not beautiful... but it's going in my closet, so I decided to assemble it anyway and give it a chance. I'm pretty handy... maybe a few adjustments and it would be fine.The legs went on perfectly, so far so good. Upon standing the thing up, however, I noticed that the doors did not align properly. I figured this might be due to a few screws not being tightened all the way, so I checked and actually the screw holes are already stripped from the doors pulling away during shipping... you'd have to add wood putty to get them to stay. Doable, but what a pain. And upon closer examination, the hinges themselves seemed pretty flimsy... not a good sign.Next I checked the earring racks. The design on these is really cool and it is a darn shame this is so poorly made. Each earring rack swings forward so you can get easy access to your earrings. Also, they used slits instead of holes so you can easily slide your earrings onto the racks which is especially nice for post earrings. BUT each rack is installed un-evenly which means some of the magnets that hold them in place are too powerful and some don't work at all. Not fixable.On to the drawers. They are small. And they smell bad. I'm guessing from the glue. 2 of the drawers had small rips in the liners and 3 of them had uneven glueing. Again: sloppy. And the liners are so thin, that would not be an easy fix. I'd have to replace them entirely. None of the drawers have stops and they come out all the way pretty easily. Except for the bottom drawer... couldn't get that one to open. Turns out it's stuck on the mounting hardware underneath. Meh.Perhaps if I'd gotten this on Craigslist for $50... or as a gift from someone else, I wouldn't be so disappointed. It is certainly functional and if you get really lucky and end up with one without all of the assembly sloppiness, it would be okay. But given the reviews I've seen here combined with my own experience, it's a gamble. So, for how much I paid... I think it should have been in far better shape. It's going back.",Product Authenticity Issue,Product Authenticity Issue
The fake boot covers were not long enough for my size 9 foot. The elastic strap holding the fake boot on broke easily. I ended up cutting them off and wearing real boots instead with the outfit. Other than that the pants fit fine and so did the top.,Product Authenticity Issue,Product Authenticity Issue
"Gold plate comes out very easily. Even clothes rubbing against it. Not typical of Seiko, which tells me this is a fake.",Product Authenticity Issue,Product Authenticity Issue
"I ordered these Bearpaw boots because of the great price. As you can see, the title says, BEARPAW Women's Eva 12 Shearling Boot, Sand. I figured they were being sold cheap because they are a discontinued Bearpaw line. After I placed my order, I noticed the item description on my invoice Bearpaw Women's T410-W Evan **FAUX FUR** 12 Boot. I decided to continue with the order since it was a good price and the actual product description only said SHEARLING; never mentioned anything about FAUX FUR or fake shearling fur. Unfortunately my amazon invoice turned out to be accurate. This boot IS made with fake fur - not real shearling - contrary to the amazon product title and description. If you're looking for a genuine shearling boot, this pair isn't the one for you. I tried on the boots when they arrived and they felt very stiff and uncomfortable to walk in. I ended up purchasing a pair of genuine UGGs which are made with GENUINE SHEARLING FUR and are a dream to walk in. Buyer beware!",Product Authenticity Issue,Product Authenticity Issue
"A convincing fake, but still a fake. If having the real thing is important for you, DON'T buy from amazon. Some people here might believe they got the real thing, but based off the pictures in their reviews, they didn't. The fake I got ticked all of the boxes that the 'fake vs real' articles mentioned, all the buttons were right and it even had the Swedish flag sewn in. Thats because the people who make the fakes are reading those articles too!!! SO even though it seems real, something about it felt off, and it was because the material was low quality and make a 'paper bag' like noise. I'm in the process of returning this one, and just got a bag from an official carrier of the brand.While it may look real, its not worth the prices that they are being sold on amazon for. Just buy it from OU, the official website, or Nordstrom.",Product Authenticity Issue,Product Authenticity Issue
Maybe I got unlucky or maybe this isn't the real deal. It looked beautiful but after 2 weeks of use the stitching started to unravel across a third of the bottom making it unusable. I took it into a Fjallraven location and they were a bit hesitant because I had not bought it on their website but let me swap it for a new one. It must have been a rare mistake or a very good fake for the workers at the store not to be able to tell the difference. The one I received from the store looked the same but has lasted 3 years of school and travel and looks like it has minimal wear.,Product Authenticity Issue,Product Authenticity Issue
Excited when I received bag but it turned out to be a fake. Had to find out the hard way after comparing with an authentic bag. Material feels cheap compared to the real thing. Threads started ripping after a couple of weeks. Definitely not the real deal. Stay away.,Product Authenticity Issue,Product Authenticity Issue
"Knew I should've just bought it from the actual legit site. And I did after returning this product. Even though it seems so real, it's fake. This producer tried hard on making it the real deal but there's still things that give it away that it's a fake. First of all, the kanken badge in the front doesn't reflect like it should as the real one does and the material is very flimsy, thin, and cheap, whereas the real one is very thick and doesn't get dirty easily. One star for effort though.",Product Authenticity Issue,Product Authenticity Issue
i received a fake bag,Product Authenticity Issue,Product Authenticity Issue
"This bag is a fake. I ordered it in the yellow color and it arrived. The fabric felt cheap and the color didn't match other pictures. There were a few threads loose and the cut on the seat pad was very rough. I examined the logo and the zippers and the tags-- they all matched what the real Kanken exactly. But I took it to the Fjallraven store and compared it to their real bag. The fabric on real bag felt thicker and more durable. The color was also richer and more vibrant. The quality of the stitching was much better. The real one felt like a good bag for the price. The bag I bought on amazon was obviously a fake when compared to the original kanken. If you order a Kanken and it feels cheap, it is most likely a fake. Order your Kanken on the fjallraven website, on Nordstroms, or go to a Fjallraven store. I love my genuine Kanken. It fits everything (the 11.9 inch iPad Pro, headphones, a book, a jacket, a water bottle, a sketchbook and some pens, and more) and is comfortable to wear. The yellow colored bag does get dirty simply because it is a light color. I have yet to clean it but at the Fjallraven store they said it can be easily cleaned using Mr Clean magic erasers (which are found on amazon). It is sturdy, surviving numerous airport trips. Overall a great bag when bought from a trusted source (I give the genuine bag five stars). It is worth returning the fake bag (one star) and spending the money on a genuine Kanken.",Product Authenticity Issue,Product Authenticity Issue
"Please be careful buying on Amazon.com for this item. I bought the ox red backpack under the assumption this is a great deal for a great backpack, and this bag's color bled onto my white clothes (shirt and shorts), staining them irrevocably with shades of red. I called Fjallraven and they told me their bags usually do not do that (they don't hear about that at all). Another thing is the foam pad that comes with the backpack wouldn't go back into the compartment it came in, and also curled up (again irrevocably).I ended up getting a kanken from the actual store, and the padding is visibly thicker and so is the backpack material. I have a feeling the color won't bleed with this authentic one. Buyer beware. If you DO take a chance, make sure you look over it thoroughly so you could return it asap if it's a fake!",Product Authenticity Issue,Product Authenticity Issue
"This is a knock-off Fjallraven backpack. I know this because I already own a legitimate Fjallraven backpack and the material used in this one is nowhere near the quality. Not even close. Also, one other dead giveaway is the spelling error on the tag. Fjalleaven? I don't think so. I'm absolutely disgusted at what I've received. I have attached photos as proof and to help other buyers identify fake backpacks. I've also included a comparison of the tag against the one for my real Kanken. Disgusting.",Product Authenticity Issue,Product Authenticity Issue
"While it's still a nice looking watch, I cross referenced it with the watches it's immitating off of Bulova's site. The dials are different, the lettering is off, there's no tuning fork, there's no seriel numbers beneath the 6, also those 'diamonds' look questionable. If this wasn't a 'knock-0ff' watch it would look great for $145 but trying to appear to be the $400 watch off of Bulova's site makes this cheap and cheesy. I just bought a new watch last night and almost bought this one too tonight when I saw the price difference but I'm not getting suckered into buying a fake Bulova, buyers beware.",Product Authenticity Issue,Product Authenticity Issue
I've played the Jaw Harp for 15 years and this is no Jaw Harp. It doesn't work at all. No sound is produced no matter how its played. This is a fake. Toysmith should be ashamed.,Product Authenticity Issue,Product Authenticity Issue
"Bought this ring but was disappointed in how extremely fake it looked! There is no way those could ever pass for real diamonds. It was very very sparkly, yes, but it just screamed cheap! I returned it the next day.",Product Authenticity Issue,Product Authenticity Issue
I have had the ring for months now and I am not very happy. The edges are rough and ppl ask all the time if it is real which means they can tell it is a fake. I would not really recommend this ring.,Product Authenticity Issue,Product Authenticity Issue
"the ring is goregous it just tje solitare is way to big for the ring, looks extremely fake! i don't even wear it ! waste of money!",Product Authenticity Issue,Product Authenticity Issue
These are fake Toms.,Product Authenticity Issue,Product Authenticity Issue
"After reading some of the other reviews, I am positive the pair I received is fake. The first thing I noticed was that these do not fit. I am 8.5 in TOMS and have multiple pairs that I wear daily. These are at least a size smaller, I could barely squeeze my foot into them. I thought maybe it was just because they were new and I needed to wear them in and stretch the fabric out a little bit... nope! Another thing I should have caught was that the color is way off. I bought the Ash color to replace my current pair and it is a lot darker. Wish I had read some reviews and not ordered these. I was busy and thought I had more time to return these, but waited too long. Now I'm stuck with a pair of fake shoes that don't fit me. Do your research and don't waste your money on these. Even if they do fit you and look real to your friends, the quality isn't the same and in the long run you're not saving any money.",Product Authenticity Issue,Product Authenticity Issue
"I've owned at least 10 pairs of Toms before, all purchased from Toms or Nordstrom directly. These ones just don't feel quite right. They're large and loose. The size tag is also in a different spot than normal. I'm pretty sure these are fake.",Product Authenticity Issue,Product Authenticity Issue
"I was really excited to try out my new Toms, but to my disappoint after 1 day of wearing these the inside slip came out. Never had that problem before with my previous Toms. EitherToms stopped making quality footwear or these are fake.",Product Authenticity Issue,Product Authenticity Issue
These were cheap and fake and the wrong size,Product Authenticity Issue,Product Authenticity Issue
They are fake! And hurts so bad,Product Authenticity Issue,Product Authenticity Issue
These are DEFINITELY fake Toms. The sole of the shoes came off right away after taking them out of the box. I Don't think its worth it. Just get them at Nordstrom,Product Authenticity Issue,Product Authenticity Issue
"These were fake, the arch support was not there, which is one of the characteristic of them being fake. i loved the decor. but i'm sad that they weren't authentic! wahh! DO NOT BUY",Product Authenticity Issue,Product Authenticity Issue
Too small and fake. Also already falling apart,Product Authenticity Issue,Product Authenticity Issue
First time ordering Toms. Thanks for the heads up on these fakes. Deleted my Two pairs from my cart from this company.,Product Authenticity Issue,Product Authenticity Issue
"I ordered an 8 1/2 (I can usually wear an 8 or 8 1/2). They sent me one shoe that was a 9 and one shoe that was a 10!! The 9 was tight...fit like a 7 1/2 - 8. The 10 had a good quarter inch gap at my heel. They look like Tom's...even the box looks authentic (in reference to those saying these are fakes/knockoffs). I've never owned a real pair of TOMS, so I cannot tell if they're real or not. One other reviewer mentioned a TM mark vs. TOM's R mark. The ones I received do not have ANY mark at all...beside the name TOMS or beside the name SKECHERS! There is a tag hooked on with a TINY circle mark by the name Skechers....I had to get a magnifying glass out to see what was inside the circle. I don't know, but to ME, it looks like a star or the letter M. So....without having an authentic pair next to these to compare to, I'd still guess that they're indeed knockoffs. Not sure how well they'll hold up. No one else would be able to tell by glancing at them on your foot that they're not real TOMS, but purchasing these, defeats the purpose of your purchase helping someone less fortunate have a pair of shoes on their feet! But.... if you end up purchasing these anyway, I'd order up one size. Oh, and the Ash ones I ordered are a dark greyish taupe....loved the color...a great neutral. Too bad I don't trust them now. I'm returning my mismatched pair and I'm heading to the TOMS website! I guess in this case, you get what you pay for. Amazon was GREAT in taking care of the return. No worries or headache there....as always!",Product Authenticity Issue,Product Authenticity Issue
fake!!! Way too small!!!,Product Authenticity Issue,Product Authenticity Issue
Do not buy these boots. I ordered a pair and recieved fakes. No stamped logo on the side of the boot and not of redwing quality. BEWARE.,Product Authenticity Issue,Product Authenticity Issue
Were far off from the actual ray ban wayfarers. Went to sunglass hut for them to look at the glasses just to make sure. Was told they were fake. DO NOT BUY,Product Authenticity Issue,Product Authenticity Issue
"They are fake, do not buy them",Product Authenticity Issue,Product Authenticity Issue
They're fake.,Product Authenticity Issue,Product Authenticity Issue
This is not genuine leather and the buckle is really fake feeling. Had an original leather belt similar to this for many years from the Caribbean and this feels and looks nothing like it.,Product Authenticity Issue,Product Authenticity Issue
This is a fake item! The tag has a blue color on it. It seems the color bled and stained the tag.,Product Authenticity Issue,Product Authenticity Issue
"From your page:Levi's Men's 505 Straight (Regular) Fit JeanThese are not the same thing, nor are they the same jeans. Regular Fit 505 jeans were discontinued by Levi's. Their replacement is the Straight Fit, which among other things, has less belt loops and doesn't seem to fit worth a damn. Please, Amazon, at least fix the wording, there is no such thing as 505 Straight (Regular) Fit Levi's.I would gladly buy 2 pair of regular fit 505s right now, but there aren't any, so I had to buy a used pair off of ebay.After that wears out, I guess I'll go naked. I'll never buy what they are currently selling. Some things should nto be messed with. Levi's 505 regular fit jeans were great the way they were.**UPDATE** 27 June 2013Upon checking the Levi's website recently, I saw most wanted items one of which was 505 regular fit. So I click on it, and there are all the same pictures as when they were selling 505 straight jeans. So I contacted customer support:ME:So, last year I got what may be one of the last pairs of 505 regular fit jeans I'll ever buy, because you decided to discontinue them in favor 505 straight whatever hell that is. Now your site states that again sell 505 regular fit jeans yet the pictures all show the 505 straight (as noted by only having 5 belt loops...), so which is it? Are you truly selling REAL 505 regular fit jeans again, or are pulling a fast one on everyone and selling the straight crap as regular fit? I swear you will never get another dime from me or my family until you bring back original '60s through 2011/2012 era 505 regular fit jeans. (plain old dark blue denim new looking jeans. I don't need 40 different colors or holes in the knee from the factory. I don't need them to look like they've been worn in, I'll do that on my own. I'll go naked or wear shorts and sweats to work if I have to, before I ever buy anything else you make. Please tell me your selling the real deal again.Received from LEVI'S 17 Jun 2013:Diana here from Levi Strauss & Co. Thanks for contacting us.Levi's 505 are still a straight fit with a straight leg opening. We have updated the styles name only, we suggest trying Levi's 501 or 550 jeans which are similar to the regular 505 jeans.If you need additional assistance, please give us a call at 1-800-USA-LEVI. We're here Monday through Friday from 6:00am to 4:30pm Pacific time.DianaLevi Strauss & Co.Consumer RelationsCase ID: 4109284So, to add insult to injury, they came out with a new jean, 505 straight to replace the discontinued 505 Regular Fit, and then when people complained, they just said F.U. and changed the name of the new ones to 505 Regular Fit.I have filed a complaint with the BBB for false advertising and misrepresenting an item. I doubt it will do any good, but this is just a bunch of BS!!!!!!**Update** Febraury 2015So, now the Levi's web site for any 505 regualr fit says sits at waist and when I looked at some in a local store, the tag says sits at waist. Unfortuantely, there are still only 5 belt loops, inconsistant material, different colors of thread bewteen the outside pocket stiching and the across-the- pocket stiching (was yallow isntead of gold/orange) and in some cases, tiny shallow front pockets.It appears they have changed only enough of the details back to avoid a law suit, but the jeans are still not what we all want. I guess I will continue to buy Wranglers, even though I hate them, because they have everything the fake Levi's 505 Regular Fit don't...",Product Authenticity Issue,Product Authenticity Issue
"These jeans are obviously fake, the first pair that I opened (steely blue) seem to be made of a stretchy material, I have worn Levi's for most of my adult life and have never had a pair of jeans that were made of this material, I thought I could live with the stretch material pants until today (Aug 1, 2016 I came home and my wife told me that the other pair of pants had already ripped at the back left pocket, that convinced me that these are fake jeans. I would obviously give the seller a chance to make it right, and will change my review if I just happened to get two bad pairs.",Product Authenticity Issue,Product Authenticity Issue
I reordered this product. The same size and model. I even used the Amazon order again feature . The jeans I received are 4 inches longer in length than my old pairs. And the waist is an inch smaller than my old pairs. All of the labelling between the old and new jeans are the same. I feel that I can't count on Amazon for Levis anymore . I don't know if these are faulty or if they are simply fake Levis . It's a bummer that I can't count on Amazon for my jeans anymore .,Product Authenticity Issue,Product Authenticity Issue
My husband was so upset with me he does not want them at all he say its a fake and its a waste of money is this really a Levis jeans?,Product Authenticity Issue,Product Authenticity Issue
"Ok, these pants fit pretty much the same as my old 505s did, but they are NOT the quality jeans I expected. The fabric is thinner and scratchier, there are fake pockets on the back (strange and poorly sewn), and most of the hardware does not have the levis logo on it like the original. Seems like a pair I could buy on the street at a steep discount overseas. I am keeping them because they do fit and I need a knockabout pair for cleaning up after the animals at the SPCA, but I won't be buying these online next time.",Product Authenticity Issue,Product Authenticity Issue
I really don't like them they feel extremely fake and they are lose on me. I would return them if it wouldn't cost more money.,Product Authenticity Issue,Product Authenticity Issue
The fit isn't right. Not fitted to the waist. It's strange. Also the texture and what spouses like a print is not your tropical jeans look but yet not quality enough to pass for nicer jeans. In fact it looks a little like fake or imitation corduroy,Product Authenticity Issue,Product Authenticity Issue
"Stones are so pale they are almost pink, color of gold is almost brassy. Looks cheap and fake, waste of money.",Product Authenticity Issue,Product Authenticity Issue
"The chronograph function on this watch doesn't work. I think it may be a fake; as I've never experienced a watch with an ETA 7750 have a non-functional chronograph. The minute counter misses no less than ten minutes an hour, and sometimes doesn't move at all. I'll be turning it as soon as I have some time.",Product Authenticity Issue,Product Authenticity Issue
Please do not buy this it's fake !!!!!!,Product Authenticity Issue,Product Authenticity Issue
"These are fake Levis. The tags don't say Levi Strauss anywhere; the area is just left blank. I don't mind buying dupes as long as I actually am aware that I'm buying dupes before purchasing. However, I'm not willing to pay full retail price for a fake. This review is for the Wanderer wash.",Product Authenticity Issue,Product Authenticity Issue
"This is a very poorly constructed costume and I'm extremely disappointed. We'll probably use the jacket which isn't great (after cutting out the fake shirt that is already tearing) and let him wear his own pants. The hat is also usesless so I bought another. The whole thing arrives as a wrinkled mess but am afraid it would disintegrate if I tried to iron it. Bad costume, bad value.",Product Authenticity Issue,Product Authenticity Issue
"My husband bought me this watch for my bday and i loved it, until the band started turning tan and black in discoloration. He call customer service and they told him if he sent it with a check for $36.50 and wait 6 wks for it they would replace everything, well i was happy until one month later and it started again and then the clasp broke, so now i guess i will have to pay another $40 when i could of bought a fake one and atleast had less moneny in it in the long run. i really love this watch and have had so many compliments on it but hate to know that they won't stand by their product, they said they have had people complain about that same problem....hello, am i missing something?",Product Authenticity Issue,Product Authenticity Issue
